C:\Users\Nishit\Desktop\proj\pepper\(1).jpg,1
C:\Users\Nishit\Desktop\proj\pepper\(10).jpg,1
C:\Users\Nishit\Desktop\proj\pepper\(100).jpg,1
C:\Users\Nishit\Desktop\proj\pepper\(1000).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1001).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1002).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1003).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1004).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1005).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1006).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1007).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1008).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1009).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(101).jpg,1
C:\Users\Nishit\Desktop\proj\pepper\(1010).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1011).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1012).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1013).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1014).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1015).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1016).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1017).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1018).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1019).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(102).jpg,1
C:\Users\Nishit\Desktop\proj\pepper\(1020).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1021).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1022).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1023).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1024).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1025).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1026).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1027).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1028).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1029).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(103).jpg,1
C:\Users\Nishit\Desktop\proj\pepper\(1030).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1031).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1032).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1033).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1034).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1035).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1036).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1037).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1038).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(1039).JPG,1
C:\Users\Nishit\Desktop\proj\pepper\(104).jpg,1
C:\Users\Nishit\Desktop\proj\pepper\(1040).JPG,1
