C:\Users\Nishit\Desktop\proj\tomato\(1).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(100).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(1000).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10000).jpg,0
C:\Users\Nishit\Desktop\proj\tomato\(10001).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10002).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10003).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10004).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10005).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10006).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10007).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10008).jpg,0
C:\Users\Nishit\Desktop\proj\tomato\(10009).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(1001).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10010).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10011).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10012).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10013).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10014).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10015).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10016).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10017).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10018).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10019).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(1002).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10020).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10021).jpg,0
C:\Users\Nishit\Desktop\proj\tomato\(10022).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10023).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10024).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10025).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10026).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10027).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10028).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10029).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(1003).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10030).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10031).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10032).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10033).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10034).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10035).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10036).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10037).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10038).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10039).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(1004).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10040).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10041).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10042).jpg,0
C:\Users\Nishit\Desktop\proj\tomato\(10043).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10044).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10045).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10046).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10047).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10048).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10049).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(1005).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10050).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10051).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10052).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10053).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10054).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10055).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10056).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10057).JPG,0
C:\Users\Nishit\Desktop\proj\tomato\(10058).JPG,0
